Date,Region,Category,Product,Quantity,UnitPrice,Revenue,Profit
2024-03-14,North,Furniture,Chair,11,191.26,2103.86,217.85
2024-03-14,West,Electronics,Smartwatch,12,406.67,4880.04,1680.33
2024-03-14,North,Groceries,Beverages,7,32.06,224.42,48.15
2024-03-14,West,Furniture,Sofa,1,339.43,339.43,34.71
2024-03-14,North,Furniture,Chair,5,103.95,519.75,75.09
2024-03-14,East,Clothing,Shoes,7,16.68,116.76,31.01
2024-03-14,East,Electronics,Smartwatch,10,455.62,4556.2,1039.63
2024-03-15,North,Clothing,Shoes,1,16.35,16.35,2.76
2024-03-15,West,Toys,Puzzle,1,42.83,42.83,6.86
2024-03-15,West,Groceries,Snacks,10,5.96,59.6,9.37
2024-03-15,South,Groceries,Oil,1,14.89,14.89,3.11
2024-03-15,North,Toys,Puzzle,3,31.51,94.53,30.81
2024-03-15,South,Groceries,Snacks,10,32.31,323.1,48.84
2024-03-15,South,Clothing,T-Shirt,13,30.7,399.1,76.26
2024-03-15,South,Groceries,Oil,10,19.33,193.3,35.38
2024-03-15,South,Toys,Action Figure,2,33.16,66.32,7.38
2024-03-16,North,Clothing,Shoes,7,37.43,262.01,30.22
2024-03-16,West,Toys,Doll,6,25.2,151.2,23.83
2024-03-16,East,Groceries,Oil,3,15.85,47.55,9.7
2024-03-16,West,Electronics,Smartwatch,13,240.18,3122.34,454.0
2024-03-16,West,Groceries,Snacks,14,19.2,268.8,63.33
2024-03-16,North,Groceries,Rice,8,24.06,192.48,56.81
2024-03-17,East,Furniture,Bed,1,392.81,392.81,109.44
2024-03-17,North,Electronics,Headphones,5,302.04,1510.2,320.47
2024-03-17,East,Electronics,Laptop,2,363.74,727.48,205.33
2024-03-18,West,Furniture,Chair,9,259.58,2336.22,805.13
2024-03-18,West,Toys,Action Figure,3,37.47,112.41,20.01
2024-03-18,East,Toys,Doll,10,11.26,112.6,34.88
2024-03-18,South,Electronics,Smartwatch,8,408.9,3271.2,736.91
2024-03-18,North,Groceries,Rice,6,6.81,40.86,12.9
2024-03-18,South,Electronics,Smartphone,13,482.68,6274.84,1896.24
2024-03-18,West,Furniture,Table,4,340.79,1363.16,242.94
2024-03-18,East,Groceries,Snacks,7,36.71,256.97,29.03
2024-03-19,West,Furniture,Sofa,12,403.07,4836.84,1369.67
2024-03-19,North,Groceries,Rice,14,17.45,244.3,65.81
2024-03-19,East,Electronics,Smartwatch,11,75.46,830.06,214.21
2024-03-20,East,Groceries,Oil,7,8.55,59.85,12.45
2024-03-20,East,Electronics,Smartphone,9,55.17,496.53,171.17
2024-03-20,East,Groceries,Beverages,9,19.8,178.2,29.59
2024-03-20,South,Toys,Puzzle,10,44.49,444.9,60.5
2024-03-20,East,Toys,Doll,7,14.6,102.2,25.53
2024-03-20,East,Clothing,T-Shirt,4,48.74,194.96,46.97
2024-03-20,West,Toys,Board Game,9,39.88,358.92,113.61
2024-03-20,North,Groceries,Snacks,1,26.43,26.43,2.69
2024-03-21,South,Clothing,Jacket,4,57.61,230.44,37.63
2024-03-21,West,Clothing,Jeans,4,25.43,101.72,15.63
2024-03-21,South,Clothing,T-Shirt,6,10.58,63.48,20.86
2024-03-21,East,Electronics,Laptop,12,437.59,5251.08,825.96
2024-03-21,East,Toys,Action Figure,11,19.96,219.56,70.12
2024-03-21,West,Clothing,Jeans,4,27.39,109.56,12.67
2024-03-21,South,Toys,Action Figure,13,28.61,371.93,68.16
2024-03-21,West,Electronics,Smartwatch,2,412.29,824.58,209.6
2024-03-22,East,Clothing,Shoes,7,46.5,325.5,80.11
2024-03-22,East,Furniture,Table,9,527.11,4743.99,1408.22
2024-03-22,South,Groceries,Beverages,2,29.69,59.38,15.58
2024-03-23,South,Groceries,Beverages,12,32.48,389.76,96.49
2024-03-23,West,Groceries,Beverages,7,37.45,262.15,53.06
2024-03-23,West,Clothing,Jeans,2,74.68,149.36,50.13
2024-03-23,South,Groceries,Rice,2,28.98,57.96,10.29
2024-03-23,West,Groceries,Rice,12,13.92,167.04,53.15
2024-03-23,North,Groceries,Rice,13,38.35,498.55,112.88
2024-03-23,South,Groceries,Beverages,7,36.62,256.34,47.99
2024-03-24,South,Furniture,Chair,6,320.16,1920.96,198.46
2024-03-24,South,Furniture,Sofa,9,440.85,3967.65,513.37
2024-03-24,North,Furniture,Chair,1,490.5,490.5,115.44
2024-03-25,West,Toys,Board Game,1,41.73,41.73,10.25
2024-03-25,South,Furniture,Chair,2,110.02,220.04,34.89
2024-03-25,East,Clothing,T-Shirt,14,53.14,743.96,175.0
2024-03-25,East,Electronics,Headphones,10,235.34,2353.4,573.88
2024-03-25,South,Clothing,T-Shirt,13,18.08,235.04,31.9
2024-03-25,East,Furniture,Table,10,433.03,4330.3,1463.04
2024-03-25,West,Furniture,Chair,1,326.61,326.61,83.97
2024-03-25,North,Electronics,Headphones,10,163.97,1639.7,500.68
2024-03-26,South,Clothing,Shoes,3,29.99,89.97,18.1
2024-03-26,North,Groceries,Oil,3,27.67,83.01,12.62
2024-03-26,East,Electronics,Laptop,8,444.81,3558.48,932.6
2024-03-27,South,Furniture,Bed,2,598.53,1197.06,215.82
2024-03-27,North,Electronics,Smartwatch,3,81.5,244.5,47.03
2024-03-27,North,Toys,Action Figure,11,43.08,473.88,104.73
2024-03-27,South,Groceries,Beverages,12,8.63,103.56,21.39
2024-03-27,North,Toys,Board Game,10,17.02,170.2,45.58
2024-03-27,South,Toys,Doll,12,47.5,570.0,186.42
2024-03-27,South,Electronics,Headphones,7,322.44,2257.08,653.58
2024-03-28,North,Toys,Puzzle,10,19.27,192.7,48.16
2024-03-28,West,Furniture,Chair,2,177.72,355.44,97.4
2024-03-28,West,Groceries,Snacks,12,38.55,462.6,107.93
2024-03-28,North,Groceries,Rice,3,16.36,49.08,13.43
2024-03-28,East,Clothing,T-Shirt,13,67.66,879.58,189.44
2024-03-28,East,Clothing,T-Shirt,7,16.19,113.33,12.22
2024-03-29,East,Toys,Board Game,6,11.95,71.7,19.12
2024-03-29,South,Furniture,Bed,6,462.84,2777.04,740.62
2024-03-29,South,Clothing,T-Shirt,2,27.43,54.86,19.19
2024-03-29,West,Electronics,Headphones,11,470.11,5171.21,1255.52
2024-03-29,South,Electronics,Smartphone,13,193.15,2510.95,259.69
2024-03-29,North,Groceries,Snacks,12,5.5,66.0,19.18
2024-03-29,West,Toys,Doll,7,53.22,372.54,91.92
2024-03-29,East,Electronics,Smartphone,9,81.2,730.8,178.83
2024-03-29,East,Groceries,Rice,3,18.0,54.0,11.74
2024-03-30,East,Groceries,Rice,12,21.14,253.68,85.57
2024-03-30,East,Furniture,Bed,13,569.68,7405.84,1666.98
2024-03-30,West,Furniture,Sofa,9,368.44,3315.96,1003.29
2024-03-30,South,Furniture,Bed,1,427.24,427.24,60.85
2024-03-30,East,Toys,Board Game,4,32.74,130.96,35.55
2024-03-30,North,Furniture,Chair,6,159.92,959.52,162.4
2024-03-30,West,Toys,Action Figure,4,45.13,180.52,21.05
2024-03-31,East,Groceries,Rice,14,13.62,190.68,42.98
2024-03-31,North,Groceries,Snacks,11,30.81,338.91,118.38
2024-03-31,East,Furniture,Bed,4,401.88,1607.52,472.58
2024-03-31,South,Furniture,Sofa,14,504.83,7067.62,2364.06
2024-04-01,West,Electronics,Headphones,14,223.52,3129.28,523.03
2024-04-01,West,Groceries,Rice,10,23.55,235.5,30.29
2024-04-01,North,Furniture,Sofa,12,235.68,2828.16,374.5
2024-04-01,South,Electronics,Smartphone,7,214.52,1501.64,487.37
2024-04-01,West,Electronics,Smartphone,2,204.19,408.38,71.71
2024-04-02,North,Clothing,Jacket,14,19.6,274.4,70.25
2024-04-02,East,Furniture,Chair,12,239.36,2872.32,328.15
2024-04-02,South,Furniture,Sofa,8,364.56,2916.48,775.93
2024-04-02,East,Furniture,Chair,10,594.51,5945.1,1146.61
2024-04-02,South,Toys,Board Game,11,44.35,487.85,129.05
2024-04-02,West,Groceries,Snacks,9,16.49,148.41,19.52
2024-04-03,South,Electronics,Laptop,13,478.15,6215.95,1623.52
2024-04-03,South,Furniture,Bed,4,225.3,901.2,282.68
2024-04-03,North,Groceries,Snacks,5,11.4,57.0,18.91
2024-04-03,West,Clothing,Jacket,8,35.98,287.84,93.12
2024-04-03,West,Clothing,T-Shirt,12,69.16,829.92,128.74
2024-04-03,South,Electronics,Smartwatch,14,284.03,3976.42,994.38
2024-04-03,South,Furniture,Chair,1,318.33,318.33,39.3
2024-04-04,East,Groceries,Rice,8,15.2,121.6,39.78
2024-04-04,East,Groceries,Oil,7,29.59,207.13,47.27
2024-04-04,South,Groceries,Oil,14,18.93,265.02,28.52
2024-04-04,North,Clothing,Jeans,5,55.26,276.3,81.06
2024-04-05,South,Furniture,Chair,7,562.76,3939.32,1177.86
2024-04-05,East,Toys,Board Game,11,15.58,171.38,43.2
2024-04-05,West,Toys,Action Figure,8,12.78,102.24,24.75
2024-04-05,North,Electronics,Headphones,1,144.85,144.85,27.73
2024-04-05,West,Furniture,Bed,6,483.13,2898.78,539.96
2024-04-05,West,Toys,Puzzle,1,39.86,39.86,10.5
2024-04-05,South,Groceries,Rice,8,38.15,305.2,51.69
2024-04-06,West,Furniture,Sofa,4,447.25,1789.0,621.73
2024-04-06,South,Toys,Action Figure,10,14.45,144.5,50.28
2024-04-06,South,Furniture,Chair,1,562.89,562.89,69.29
2024-04-06,North,Toys,Action Figure,8,35.08,280.64,45.37
2024-04-06,East,Clothing,Jeans,14,73.33,1026.62,178.19
2024-04-07,East,Clothing,Jacket,10,64.89,648.9,181.22
2024-04-07,East,Electronics,Headphones,7,448.06,3136.42,526.63
2024-04-07,South,Toys,Board Game,9,51.12,460.08,65.95
2024-04-07,South,Groceries,Rice,13,22.25,289.25,60.3
2024-04-07,South,Toys,Action Figure,5,20.9,104.5,10.85
2024-04-08,South,Toys,Board Game,2,30.54,61.08,14.67
2024-04-08,North,Electronics,Laptop,4,54.86,219.44,47.4
2024-04-08,North,Toys,Board Game,8,49.18,393.44,108.17
2024-04-08,South,Toys,Doll,3,38.4,115.2,20.06
2024-04-08,North,Furniture,Sofa,13,96.52,1254.76,200.78
2024-04-09,East,Furniture,Table,7,193.5,1354.5,329.97
2024-04-09,West,Groceries,Beverages,9,33.82,304.38,57.13
2024-04-09,North,Electronics,Smartphone,8,121.24,969.92,183.88
2024-04-09,West,Furniture,Bed,13,500.37,6504.81,1275.94
2024-04-10,West,Clothing,Jacket,5,11.17,55.85,13.99
2024-04-10,South,Groceries,Snacks,5,27.9,139.5,46.32
2024-04-10,East,Furniture,Table,14,398.65,5581.1,1481.47
2024-04-11,East,Toys,Puzzle,3,50.73,152.19,38.5
2024-04-11,East,Clothing,Shoes,1,77.36,77.36,18.14
2024-04-11,North,Groceries,Beverages,5,11.36,56.8,6.28
2024-04-12,South,Clothing,T-Shirt,10,71.55,715.5,202.39
2024-04-12,North,Groceries,Beverages,9,6.76,60.84,10.9
2024-04-12,West,Clothing,Jeans,3,32.04,96.12,20.28
2024-04-12,East,Toys,Board Game,14,31.57,441.98,86.08
2024-04-12,South,Clothing,Shoes,7,40.36,282.52,91.93
2024-04-12,West,Furniture,Sofa,6,83.32,499.92,170.69
2024-04-12,West,Electronics,Laptop,4,155.25,621.0,82.66
2024-04-13,West,Toys,Doll,7,42.98,300.86,81.84
2024-04-13,South,Clothing,Jacket,1,23.87,23.87,5.35
2024-04-13,North,Electronics,Headphones,7,237.74,1664.18,540.01
2024-04-13,West,Toys,Doll,9,17.98,161.82,29.76
2024-04-13,East,Toys,Puzzle,10,16.77,167.7,26.47
2024-04-13,North,Furniture,Table,2,100.48,200.96,39.84
2024-04-13,East,Groceries,Beverages,5,32.36,161.8,44.4
2024-04-13,East,Electronics,Smartwatch,12,228.96,2747.52,461.23
2024-04-14,North,Toys,Action Figure,7,50.28,351.96,54.93
2024-04-14,East,Toys,Board Game,8,12.53,100.24,25.72
2024-04-14,North,Furniture,Bed,5,106.67,533.35,112.28
2024-04-14,East,Toys,Puzzle,3,20.43,61.29,10.67
2024-04-14,South,Electronics,Smartwatch,7,119.25,834.75,225.32
2024-04-14,East,Groceries,Snacks,5,16.81,84.05,28.91
2024-04-14,South,Clothing,Shoes,4,72.7,290.8,46.57
2024-04-14,North,Electronics,Laptop,9,113.5,1021.5,238.81
2024-04-14,South,Groceries,Beverages,6,7.84,47.04,16.33
2024-04-15,West,Clothing,Jeans,10,56.16,561.6,121.82
2024-04-15,East,Toys,Board Game,2,35.04,70.08,18.31
2024-04-15,South,Furniture,Sofa,7,369.22,2584.54,268.92
2024-04-15,East,Toys,Doll,2,42.6,85.2,25.15
2024-04-15,East,Furniture,Chair,7,145.5,1018.5,273.43
2024-04-16,East,Groceries,Rice,3,25.8,77.4,18.87
2024-04-16,West,Toys,Board Game,14,57.15,800.1,144.78
2024-04-16,North,Toys,Doll,8,40.3,322.4,100.71
2024-04-16,East,Toys,Action Figure,11,30.57,336.27,44.25
2024-04-16,North,Toys,Doll,10,41.57,415.7,85.88
2024-04-16,South,Toys,Doll,12,29.89,358.68,108.14
2024-04-16,South,Clothing,T-Shirt,5,49.47,247.35,61.89
2024-04-17,North,Clothing,T-Shirt,2,38.46,76.92,17.8
2024-04-17,West,Groceries,Beverages,13,28.67,372.71,64.84
2024-04-17,South,Furniture,Table,13,409.53,5323.89,554.01
2024-04-17,West,Toys,Doll,6,16.31,97.86,29.69
2024-04-17,North,Clothing,Jeans,1,74.29,74.29,20.97
2024-04-17,East,Furniture,Bed,11,247.82,2726.02,373.61
2024-04-17,East,Clothing,Shoes,14,69.58,974.12,118.13
2024-04-17,East,Toys,Board Game,9,29.49,265.41,58.39
2024-04-18,East,Toys,Doll,7,14.38,100.66,11.72
2024-04-18,South,Clothing,Jacket,4,66.87,267.48,71.72
2024-04-18,East,Clothing,Jacket,6,58.63,351.78,45.69
2024-04-18,East,Clothing,Shoes,4,62.74,250.96,63.94
2024-04-18,East,Furniture,Sofa,13,335.87,4366.31,690.47
2024-04-18,East,Groceries,Rice,8,8.78,70.24,16.53
2024-04-19,West,Furniture,Sofa,8,363.06,2904.48,753.55
2024-04-19,South,Groceries,Rice,11,14.51,159.61,42.02
2024-04-19,East,Electronics,Headphones,12,454.07,5448.84,1418.01
2024-04-19,West,Groceries,Beverages,13,31.97,415.61,96.6
2024-04-19,South,Clothing,Jacket,5,13.98,69.9,18.8
2024-04-19,East,Clothing,T-Shirt,11,57.33,630.63,187.61
2024-04-20,South,Clothing,T-Shirt,12,34.19,410.28,58.06
2024-04-20,South,Clothing,T-Shirt,3,79.84,239.52,30.85
2024-04-20,North,Furniture,Sofa,8,400.54,3204.32,638.42
2024-04-20,West,Electronics,Smartphone,7,236.73,1657.11,274.45
2024-04-21,North,Toys,Action Figure,2,18.13,36.26,10.28
2024-04-21,West,Furniture,Bed,11,269.1,2960.1,382.21
2024-04-21,South,Groceries,Snacks,8,7.77,62.16,12.37
2024-04-21,East,Electronics,Laptop,12,445.45,5345.4,1234.34
2024-04-21,South,Toys,Puzzle,14,33.84,473.76,122.0
2024-04-21,South,Furniture,Table,14,432.82,6059.48,2102.26
2024-04-21,North,Furniture,Bed,10,290.82,2908.2,712.98
2024-04-22,South,Groceries,Rice,14,33.34,466.76,161.33
2024-04-22,North,Groceries,Rice,5,24.84,124.2,13.17
2024-04-22,East,Groceries,Beverages,12,36.58,438.96,92.46
2024-04-22,West,Clothing,Shoes,11,40.88,449.68,52.62
2024-04-22,East,Clothing,T-Shirt,2,54.2,108.4,36.8
2024-04-22,East,Clothing,Shoes,14,39.06,546.84,166.73
2024-04-22,East,Clothing,T-Shirt,5,63.46,317.3,38.08
2024-04-23,East,Groceries,Oil,11,12.08,132.88,26.5
2024-04-23,South,Toys,Doll,13,33.72,438.36,44.64
2024-04-23,West,Toys,Board Game,3,37.89,113.67,38.64
2024-04-23,North,Furniture,Chair,9,549.44,4944.96,1052.28
2024-04-23,South,Clothing,Shoes,10,68.95,689.5,90.83
2024-04-23,East,Clothing,T-Shirt,10,57.64,576.4,162.66
2024-04-23,East,Furniture,Table,9,119.91,1079.19,288.8
2024-04-24,West,Groceries,Snacks,8,19.54,156.32,22.55
2024-04-24,East,Toys,Puzzle,2,15.74,31.48,7.01
2024-04-24,East,Groceries,Oil,5,32.91,164.55,36.0
2024-04-24,North,Electronics,Smartwatch,12,82.73,992.76,159.01
2024-04-24,East,Clothing,Shoes,14,61.12,855.68,216.55
2024-04-25,East,Electronics,Headphones,3,200.39,601.17,180.98
2024-04-25,East,Toys,Action Figure,13,32.98,428.74,115.31
2024-04-25,South,Clothing,Shoes,14,79.76,1116.64,148.8
2024-04-25,South,Furniture,Sofa,12,146.34,1756.08,331.19
2024-04-25,West,Toys,Doll,3,39.69,119.07,29.04
2024-04-25,South,Clothing,T-Shirt,1,23.92,23.92,7.34
2024-04-25,West,Toys,Board Game,3,44.75,134.25,32.47
2024-04-25,North,Toys,Puzzle,5,23.07,115.35,23.62
2024-04-26,North,Toys,Action Figure,12,24.28,291.36,82.64
2024-04-26,South,Clothing,Jacket,13,17.33,225.29,24.27
2024-04-26,West,Electronics,Smartphone,1,212.74,212.74,47.58
2024-04-27,West,Electronics,Smartwatch,11,314.64,3461.04,602.0
2024-04-27,North,Furniture,Table,9,183.3,1649.7,291.34
2024-04-27,West,Furniture,Chair,13,512.4,6661.2,1870.25
2024-04-27,West,Groceries,Rice,10,14.91,149.1,15.43
2024-04-27,West,Groceries,Rice,8,37.65,301.2,96.85
2024-04-27,South,Toys,Puzzle,7,10.95,76.65,21.77
2024-04-27,North,Furniture,Sofa,13,200.16,2602.08,426.87
2024-04-27,North,Toys,Puzzle,3,27.83,83.49,27.38
2024-04-28,North,Furniture,Chair,4,402.59,1610.36,194.74
2024-04-28,East,Furniture,Table,13,439.66,5715.58,1133.91
2024-04-28,South,Furniture,Sofa,1,408.65,408.65,78.35
2024-04-29,West,Furniture,Bed,2,287.11,574.22,132.56
2024-04-29,West,Electronics,Smartphone,14,402.52,5635.28,1755.56
2024-04-29,East,Electronics,Smartphone,1,345.97,345.97,57.73
2024-04-29,West,Toys,Action Figure,3,25.12,75.36,23.71
2024-04-29,South,Electronics,Laptop,11,403.29,4436.19,807.56
2024-04-30,East,Furniture,Bed,1,239.14,239.14,34.5
2024-04-30,West,Clothing,Jeans,13,76.67,996.71,301.99
2024-04-30,West,Groceries,Oil,4,33.11,132.44,15.96
2024-04-30,East,Clothing,T-Shirt,6,71.11,426.66,93.38
2024-04-30,North,Furniture,Chair,6,431.86,2591.16,519.39
2024-04-30,South,Clothing,T-Shirt,5,52.3,261.5,72.53
2024-04-30,North,Toys,Puzzle,14,17.1,239.4,42.15
2024-04-30,West,Toys,Puzzle,4,58.07,232.28,62.67
2024-04-30,South,Electronics,Smartwatch,4,154.88,619.52,213.36
2024-05-01,West,Clothing,Jeans,14,25.51,357.14,51.03
2024-05-01,North,Clothing,Jacket,2,71.59,143.18,49.5
2024-05-01,South,Toys,Board Game,6,33.4,200.4,40.62
2024-05-01,East,Clothing,Jacket,6,67.42,404.52,66.41
2024-05-01,South,Toys,Action Figure,2,52.28,104.56,17.24
2024-05-01,West,Groceries,Snacks,3,19.65,58.95,19.38
2024-05-01,North,Toys,Action Figure,6,46.2,277.2,92.09
2024-05-02,West,Toys,Doll,1,41.07,41.07,11.49
2024-05-02,North,Groceries,Beverages,9,8.78,79.02,13.32
2024-05-02,East,Furniture,Bed,1,310.98,310.98,70.66
2024-05-03,South,Groceries,Beverages,2,32.23,64.46,14.23
2024-05-03,South,Toys,Doll,10,29.93,299.3,94.5
2024-05-03,South,Clothing,Jacket,13,34.19,444.47,135.44
2024-05-03,South,Furniture,Chair,4,205.41,821.64,96.17
2024-05-03,West,Furniture,Table,3,268.9,806.7,277.81
2024-05-03,West,Clothing,Jacket,14,33.11,463.54,80.85
2024-05-03,South,Groceries,Rice,1,34.55,34.55,5.9
2024-05-03,West,Groceries,Rice,9,11.65,104.85,12.53
2024-05-03,South,Electronics,Headphones,3,264.44,793.32,121.43
2024-05-04,West,Toys,Puzzle,1,59.04,59.04,14.85
2024-05-04,North,Clothing,Jeans,12,36.39,436.68,119.13
2024-05-04,West,Clothing,Jacket,10,41.3,413.0,109.79
2024-05-04,East,Electronics,Smartphone,5,230.67,1153.35,175.86
2024-05-04,South,Electronics,Smartwatch,12,486.33,5835.96,1613.58
2024-05-04,South,Toys,Action Figure,2,48.76,97.52,18.1
2024-05-05,West,Clothing,Jacket,3,20.22,60.66,15.55
2024-05-05,East,Furniture,Bed,2,429.13,858.26,218.68
2024-05-05,East,Groceries,Snacks,10,18.37,183.7,29.28
2024-05-05,East,Toys,Doll,10,47.97,479.7,133.44
2024-05-05,West,Electronics,Smartwatch,14,262.09,3669.26,549.79
2024-05-05,East,Clothing,Jacket,12,58.3,699.6,112.08
2024-05-05,East,Furniture,Chair,6,362.87,2177.22,679.8
2024-05-05,South,Clothing,T-Shirt,9,66.86,601.74,147.66
2024-05-05,East,Toys,Doll,10,36.73,367.3,54.68
2024-05-06,East,Clothing,Jeans,5,24.09,120.45,27.16
2024-05-06,East,Clothing,Shoes,8,71.66,573.28,89.86
2024-05-06,South,Furniture,Sofa,3,216.11,648.33,199.26
2024-05-06,East,Furniture,Bed,3,476.33,1428.99,265.02
2024-05-06,West,Clothing,Jacket,11,68.31,751.41,138.86
2024-05-06,South,Clothing,Shoes,4,69.15,276.6,74.25
2024-05-07,South,Toys,Puzzle,8,47.47,379.76,89.78
2024-05-07,North,Electronics,Laptop,10,318.4,3184.0,741.36
2024-05-07,North,Furniture,Table,10,546.94,5469.4,1514.04
2024-05-07,South,Electronics,Smartphone,8,356.3,2850.4,300.78
2024-05-08,North,Clothing,Shoes,13,68.74,893.62,223.46
2024-05-08,East,Electronics,Smartwatch,12,365.39,4384.68,1003.74
2024-05-08,West,Electronics,Laptop,13,453.83,5899.79,1170.57
2024-05-08,West,Electronics,Laptop,7,299.97,2099.79,396.91
2024-05-08,East,Toys,Board Game,5,36.77,183.85,47.59
2024-05-08,North,Toys,Doll,13,45.22,587.86,195.26
2024-05-08,South,Electronics,Laptop,13,245.93,3197.09,526.64
2024-05-08,South,Clothing,Jeans,9,17.1,153.9,17.6
2024-05-08,East,Groceries,Snacks,10,26.6,266.0,87.95
2024-05-09,West,Electronics,Headphones,10,316.27,3162.7,703.53
2024-05-09,West,Furniture,Table,8,502.84,4022.72,1181.09
2024-05-09,South,Groceries,Rice,10,20.32,203.2,37.95
2024-05-10,North,Electronics,Smartwatch,4,465.19,1860.76,406.93
2024-05-10,West,Furniture,Bed,12,404.23,4850.76,878.73
2024-05-10,North,Electronics,Smartphone,8,487.61,3900.88,808.6
2024-05-10,North,Furniture,Bed,8,139.4,1115.2,342.36
2024-05-10,East,Toys,Puzzle,10,12.64,126.4,39.0
2024-05-10,North,Clothing,Jeans,13,48.33,628.29,124.6
2024-05-10,West,Groceries,Rice,4,24.98,99.92,12.66
2024-05-10,North,Groceries,Rice,12,39.76,477.12,109.34
2024-05-10,South,Groceries,Rice,13,27.08,352.04,101.9
2024-05-11,South,Toys,Action Figure,1,37.37,37.37,5.27
2024-05-11,West,Electronics,Headphones,6,162.38,974.28,121.68
2024-05-11,South,Toys,Action Figure,11,10.53,115.83,22.99
2024-05-11,West,Toys,Board Game,10,30.32,303.2,97.01
2024-05-11,West,Clothing,T-Shirt,5,60.35,301.75,66.11
2024-05-11,East,Electronics,Laptop,7,392.18,2745.26,599.95
2024-05-11,West,Clothing,T-Shirt,11,76.09,836.99,176.36
2024-05-11,East,Toys,Doll,7,31.28,218.96,52.85
2024-05-12,East,Electronics,Headphones,10,65.49,654.9,153.63
2024-05-12,West,Furniture,Table,6,588.02,3528.12,745.56
2024-05-12,East,Toys,Doll,13,26.61,345.93,95.2
2024-05-12,West,Clothing,Shoes,8,79.83,638.64,127.59
2024-05-12,North,Toys,Board Game,6,45.88,275.28,94.74
2024-05-12,South,Electronics,Laptop,12,157.56,1890.72,445.54
2024-05-12,East,Clothing,Shoes,9,62.93,566.37,161.75
2024-05-13,South,Furniture,Sofa,12,425.15,5101.8,1726.89
2024-05-13,East,Electronics,Laptop,8,312.49,2499.92,512.07
2024-05-13,North,Groceries,Beverages,1,13.97,13.97,4.18
2024-05-13,East,Groceries,Rice,8,34.99,279.92,65.51
2024-05-14,South,Electronics,Smartphone,11,255.6,2811.6,339.66
2024-05-14,West,Furniture,Bed,9,95.82,862.38,274.67
2024-05-14,North,Electronics,Laptop,10,421.91,4219.1,728.72
2024-05-14,East,Toys,Puzzle,2,35.66,71.32,19.89
2024-05-14,East,Furniture,Chair,3,253.02,759.06,141.0
2024-05-14,East,Furniture,Bed,10,314.12,3141.2,590.46
2024-05-14,North,Toys,Action Figure,3,48.29,144.87,17.36
2024-05-15,South,Furniture,Table,5,566.63,2833.15,488.9
2024-05-15,South,Groceries,Snacks,2,36.27,72.54,15.9
2024-05-15,East,Furniture,Table,10,333.45,3334.5,381.16
2024-05-16,North,Clothing,Shoes,7,48.31,338.17,61.24
2024-05-16,East,Furniture,Sofa,9,108.58,977.22,117.89
2024-05-16,West,Electronics,Headphones,3,378.5,1135.5,360.43
2024-05-16,East,Clothing,Shoes,8,76.13,609.04,61.85
2024-05-16,South,Furniture,Chair,2,397.3,794.6,236.04
2024-05-16,South,Groceries,Rice,11,29.25,321.75,55.3
2024-05-16,West,Groceries,Beverages,11,8.39,92.29,10.56
2024-05-16,East,Furniture,Sofa,4,441.38,1765.52,613.64
2024-05-17,West,Toys,Action Figure,2,27.35,54.7,11.37
2024-05-17,East,Groceries,Oil,12,25.18,302.16,48.22
2024-05-17,West,Groceries,Oil,1,10.02,10.02,2.29
2024-05-17,West,Groceries,Snacks,14,27.9,390.6,83.01
2024-05-17,West,Toys,Action Figure,14,39.06,546.84,152.86
2024-05-17,East,Furniture,Sofa,8,260.99,2087.92,713.35
2024-05-18,West,Groceries,Rice,12,29.07,348.84,39.39
2024-05-18,South,Toys,Action Figure,4,57.43,229.72,63.81
2024-05-18,North,Furniture,Table,10,311.25,3112.5,1076.41
2024-05-19,West,Groceries,Rice,7,26.26,183.82,21.33
2024-05-19,West,Furniture,Table,6,437.34,2624.04,536.22
2024-05-19,East,Clothing,Jacket,3,57.4,172.2,26.69
2024-05-19,South,Furniture,Bed,13,204.15,2653.95,538.18
2024-05-19,North,Furniture,Bed,10,530.44,5304.4,1085.21
2024-05-19,West,Toys,Doll,4,35.3,141.2,41.57
2024-05-20,North,Groceries,Rice,14,29.05,406.7,112.0
2024-05-20,North,Clothing,Jacket,9,25.81,232.29,31.19
2024-05-20,South,Toys,Puzzle,3,59.37,178.11,27.84
2024-05-20,West,Groceries,Beverages,5,21.03,105.15,25.48
2024-05-20,North,Electronics,Laptop,3,263.5,790.5,203.89
2024-05-20,East,Clothing,Jeans,2,11.9,23.8,3.12
2024-05-21,West,Groceries,Beverages,9,24.39,219.51,30.93
2024-05-21,West,Toys,Action Figure,7,15.7,109.9,28.68
2024-05-21,East,Electronics,Smartwatch,13,274.8,3572.4,1092.93
2024-05-21,North,Groceries,Beverages,6,15.24,91.44,24.95
2024-05-21,North,Electronics,Smartphone,2,149.15,298.3,79.57
2024-05-21,East,Groceries,Snacks,11,9.52,104.72,18.74
2024-05-22,West,Clothing,Shoes,11,41.14,452.54,138.15
2024-05-22,East,Furniture,Chair,5,462.68,2313.4,600.97
2024-05-22,West,Furniture,Sofa,3,393.5,1180.5,412.64
2024-05-22,North,Groceries,Rice,11,39.11,430.21,131.41
2024-05-22,North,Electronics,Headphones,2,445.7,891.4,256.68
2024-05-22,North,Clothing,Jeans,4,35.36,141.44,16.09
2024-05-22,South,Toys,Action Figure,2,29.9,59.8,19.91
2024-05-23,East,Toys,Doll,6,47.48,284.88,78.31
